/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/center_2017_04_20_00_03_55_477.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/left_2017_04_20_00_03_55_477.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/right_2017_04_20_00_03_55_477.jpg,0,0,0,11.3765
/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/center_2017_04_20_00_03_55_574.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/left_2017_04_20_00_03_55_574.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/right_2017_04_20_00_03_55_574.jpg,0,0,0,11.13175
/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/center_2017_04_20_00_03_55_650.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/left_2017_04_20_00_03_55_650.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/right_2017_04_20_00_03_55_650.jpg,0,0,0,11.04225
/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/center_2017_04_20_00_03_55_723.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/left_2017_04_20_00_03_55_723.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/right_2017_04_20_00_03_55_723.jpg,0,0,0,10.97564
/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/center_2017_04_20_00_03_55_796.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/left_2017_04_20_00_03_55_796.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/right_2017_04_20_00_03_55_796.jpg,0,0.172986,0,10.96994
/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/center_2017_04_20_00_03_55_882.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/left_2017_04_20_00_03_55_882.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/right_2017_04_20_00_03_55_882.jpg,0,0.433671,0,11.22873
/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/center_2017_04_20_00_03_55_961.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/left_2017_04_20_00_03_55_961.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/right_2017_04_20_00_03_55_961.jpg,0,0.631875,0,11.30335
/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/center_2017_04_20_00_03_56_037.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/left_2017_04_20_00_03_56_037.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/right_2017_04_20_00_03_56_037.jpg,0,0.3779159,0,11.9176
/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/center_2017_04_20_00_03_56_104.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/left_2017_04_20_00_03_56_104.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/right_2017_04_20_00_03_56_104.jpg,0,0.1895129,0,12.43535
/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/center_2017_04_20_00_03_56_183.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/left_2017_04_20_00_03_56_183.jpg,/Users/sunweihao/works/CarND-Term1-Starter-Kit/projects/CarND-Behavioral-Cloning-P3_bak/IMG/right_2017_04_20_00_03_56_183.jpg,0,0,0,12.44195
